"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN KHARIF CONSUMPTION (tons)","NITROGEN RABI CONSUMPTION (tons)","PHOSPHATE KHARIF CONSUMPTION (tons)","PHOSPHATE RABI CONSUMPTION (tons)","POTASH KHARIF CONSUMPTION (tons)","POTASH RABI CONSUMPTION (tons)","TOTAL KHARIF CONSUMPTION (tons)","TOTAL RABI CONSUMPTION (tons)"
"1","1990","14","Chhattisgarh","Durg","19473.0","2671.0","6665.0","2373.0","2173.0","1159.0","28311.0","6203.0"
"1","1991","14","Chhattisgarh","Durg","17068.0","2671.0","12021.0","2482.0","4254.0","1025.0","33343.0","6178.0"
"1","1993","14","Chhattisgarh","Durg","22535.0","2529.0","12724.0","2599.0","4443.0","791.0","39702.0","5919.0"
"1","1994","14","Chhattisgarh","Durg","25864.0","3097.0","12740.0","1766.0","2294.0","681.0","40898.0","5544.0"
"1","1995","14","Chhattisgarh","Durg","25864.0","3097.0","12740.0","1766.0","2294.0","681.0","40898.0","5544.0"
"1","1996","14","Chhattisgarh","Durg","25864.0","3097.0","12740.0","1766.0","2294.0","681.0","40898.0","5544.0"
"1","1997","14","Chhattisgarh","Durg","33070.0","3513.0","14370.0","1671.0","4225.0","533.0","51665.0","5717.0"
"1","1998","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","1999","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","2000","14","Chhattisgarh","Durg","32672.0","2678.0","16859.0","1533.0","5189.0","533.0","54720.0","4744.0"
"1","2001","14","Chhattisgarh","Durg","38394.0","1301.0","16541.0","1080.0","4504.0","188.0","59438.0","2569.0"
"1","2002","14","Chhattisgarh","Durg","30430.0","2785.0","15215.0","1744.0","5287.0","622.0","50932.0","5151.0"
"1","2003","14","Chhattisgarh","Durg","29742.0","2925.0","12891.0","1840.0","4777.0","728.0","47410.0","5492.0"
"1","2004","14","Chhattisgarh","Durg","41013.0","7944.0","18251.0","5116.0","6772.0","1926.0","66037.0","14985.0"
"1","2005","14","Chhattisgarh","Durg","43026.0","9862.0","15991.0","7921.0","8358.0","2108.0","67376.0","19891.0"
"1","2006","14","Chhattisgarh","Durg","55815.0","8163.0","24078.0","6697.0","9620.0","2772.0","89513.0","17633.0"
"1","2007","14","Chhattisgarh","Durg","47357.0","12975.0","21754.0","5804.0","9490.0","1968.0","78600.0","20746.0"
"1","2008","14","Chhattisgarh","Durg","42685.0","9721.0","26565.0","7292.0","14591.0","3011.0","83841.0","20023.0"
"1","2009","14","Chhattisgarh","Durg","63105.0","9749.0","37491.0","3708.0","14304.0","3787.0","114900.0","17244.0"
"1","2010","14","Chhattisgarh","Durg","62347.0","15081.0","36206.0","8979.0","17515.0","2028.0","116068.0","26088.0"
"1","2011","14","Chhattisgarh","Durg","53404.0","19439.0","31989.0","13826.0","12947.0","4392.0","98340.0","37657.0"
"1","2012","14","Chhattisgarh","Durg","70900.0","22825.0","34861.0","15613.0","12797.0","3417.0","118558.0","41855.0"
"1","2013","14","Chhattisgarh","Durg","58995.0","21750.0","29544.0","12685.0","13585.0","2539.0","102124.0","36973.0"
"1","2014","14","Chhattisgarh","Durg","71237.0","21223.0","39946.0","14412.0","12256.0","3997.0","123439.0","39632.0"
"1","2015","14","Chhattisgarh","Durg","78704.0","30395.0","39954.0","22456.0","13614.0","5809.0","132272.0","58661.0"
"1","2016","14","Chhattisgarh","Durg","80005.0","23323.0","47584.0","19312.0","13703.0","7011.0","141291.0","49645.0"
"1","2017","14","Chhattisgarh","Durg","73484.0","17963.0","40849.0","12637.0","14690.0","2303.0","129024.0","32902.0"
"2","1990","14","Chhattisgarh","Bastar","1061.0","723.0","784.0","382.0","152.0","65.0","1997.0","1170.0"
"2","1991","14","Chhattisgarh","Bastar","2294.0","723.0","850.0","398.0","269.0","66.0","3413.0","1187.0"
"2","1993","14","Chhattisgarh","Bastar","2863.0","403.0","1384.0","319.0","467.0","116.0","4714.0","838.0"
"2","1994","14","Chhattisgarh","Bastar","3273.0","445.0","1541.0","187.0","354.0","86.0","5168.0","718.0"
"2","1995","14","Chhattisgarh","Bastar","3273.0","445.0","1541.0","187.0","354.0","86.0","5168.0","718.0"
"2","1996","14","Chhattisgarh","Bastar","3273.0","445.0","1541.0","187.0","354.0","86.0","5168.0","718.0"
"2","1997","14","Chhattisgarh","Bastar","6845.0","732.0","1988.0","308.0","792.0","123.0","9625.0","1163.0"
"2","1998","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","1999","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","2000","14","Chhattisgarh","Bastar","6352.0","801.0","3431.0","319.0","1238.0","128.0","11021.0","1248.0"
"2","2001","14","Chhattisgarh","Bastar","8292.0","683.0","3203.0","526.0","1076.0","263.0","12571.0","1472.0"
"2","2002","14","Chhattisgarh","Bastar","5645.0","653.0","2706.0","524.0","987.0","164.0","9338.0","1341.0"
"2","2003","14","Chhattisgarh","Bastar","5651.0","822.0","2578.0","536.0","956.0","320.0","9185.0","1678.0"
"2","2004","14","Chhattisgarh","Bastar","7566.0","1749.0","3009.0","1351.0","1465.0","599.0","12040.0","3699.0"
"2","2005","14","Chhattisgarh","Bastar","8898.0","1763.0","3031.0","1796.0","1500.0","459.0","13429.0","4018.0"
"2","2006","14","Chhattisgarh","Bastar","10218.0","2000.0","5260.0","876.0","2277.0","243.0","17755.0","3119.0"
"2","2007","14","Chhattisgarh","Bastar","7240.0","2470.0","2595.0","675.0","354.0","361.0","10189.0","3506.0"
"2","2008","14","Chhattisgarh","Bastar","6193.0","5385.0","2649.0","2799.0","1508.0","2071.0","10350.0","10255.0"
"2","2009","14","Chhattisgarh","Bastar","15401.0","2039.0","8170.0","906.0","2617.0","595.0","26188.0","3540.0"
"2","2010","14","Chhattisgarh","Bastar","13908.0","2911.0","7930.0","1745.0","4202.0","1075.0","26040.0","5731.0"
"2","2011","14","Chhattisgarh","Bastar","12926.0","3775.0","7423.0","2976.0","2302.0","1157.0","22651.0","7908.0"
"2","2012","14","Chhattisgarh","Bastar","16830.0","6055.0","8457.0","3663.0","3286.0","1249.0","28573.0","10967.0"
"2","2013","14","Chhattisgarh","Bastar","14060.0","4688.0","7706.0","1875.0","3346.0","566.0","25112.0","7129.0"
"2","2014","14","Chhattisgarh","Bastar","15773.0","5651.0","9476.0","2261.0","3512.0","1094.0","28761.0","9006.0"
"2","2015","14","Chhattisgarh","Bastar","12483.0","7215.0","8814.0","4601.0","3432.0","1709.0","24729.0","13525.0"
"2","2016","14","Chhattisgarh","Bastar","13485.0","9107.0","10668.0","3126.0","3522.0","1872.0","27678.0","14105.0"
"2","2017","14","Chhattisgarh","Bastar","13147.0","8132.0","8801.0","3783.0","2902.0","1369.0","24850.0","13284.0"
"3","1990","14","Chhattisgarh","Raipur","27797.0","3015.0","12068.0","1814.0","7337.0","921.0","47202.0","5750.0"
"3","1991","14","Chhattisgarh","Raipur","24311.0","3015.0","13757.0","1850.0","5436.0","915.0","43504.0","5780.0"
"3","1993","14","Chhattisgarh","Raipur","31375.0","4199.0","12107.0","2847.0","6937.0","845.0","50419.0","7891.0"
"3","1994","14","Chhattisgarh","Raipur","43179.0","6094.0","18055.0","3238.0","4861.0","1244.0","66095.0","10576.0"
"3","1995","14","Chhattisgarh","Raipur","43179.0","6094.0","18055.0","3238.0","4861.0","1244.0","66095.0","10576.0"
"3","1996","14","Chhattisgarh","Raipur","43179.0","6094.0","18055.0","3238.0","4861.0","1244.0","66095.0","10576.0"
"3","1997","14","Chhattisgarh","Raipur","47602.0","7393.0","19765.0","3085.0","6868.0","1062.0","74235.0","11540.0"
"3","1998","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"3","1999","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"3","2000","14","Chhattisgarh","Raipur","43448.0","4252.0","24429.0","1716.0","8091.0","692.0","75968.0","6660.0"
"3","2001","14","Chhattisgarh","Raipur","47589.0","3370.0","22098.0","1523.0","6794.0","728.0","76481.0","5621.0"
"3","2002","14","Chhattisgarh","Raipur","42961.0","5390.0","21364.0","2322.0","7350.0","1001.0","71675.0","8713.0"
"3","2003","14","Chhattisgarh","Raipur","42018.0","5882.0","19311.0","3098.0","6081.0","1858.0","67410.0","10838.0"
"3","2004","14","Chhattisgarh","Raipur","58360.0","10387.0","26831.0","6964.0","10629.0","3161.0","95820.0","20512.0"
"3","2005","14","Chhattisgarh","Raipur","54164.0","18715.0","32994.0","14161.0","12828.0","2602.0","99986.0","35478.0"
"3","2006","14","Chhattisgarh","Raipur","75246.0","26161.0","31890.0","14767.0","14339.0","7442.0","121475.0","48370.0"
"3","2007","14","Chhattisgarh","Raipur","83979.0","22681.0","40871.0","14255.0","24309.0","5965.0","149159.0","42901.0"
"3","2008","14","Chhattisgarh","Raipur","82347.0","23660.0","39667.0","13889.0","18433.0","5048.0","140447.0","42597.0"
"3","2009","14","Chhattisgarh","Raipur","89750.0","25495.0","46765.0","12522.0","18332.0","6218.0","154847.0","44235.0"
"3","2010","14","Chhattisgarh","Raipur","91183.0","36522.0","46577.0","17516.0","22048.0","5569.0","159808.0","59607.0"
"3","2011","14","Chhattisgarh","Raipur","93518.0","50408.0","38652.0","28216.0","9949.0","17392.0","142119.0","96016.0"
"3","2012","14","Chhattisgarh","Raipur","82322.0","58611.0","34389.0","29393.0","9641.0","2684.0","126352.0","90688.0"
"3","2013","14","Chhattisgarh","Raipur","105498.0","28018.0","41949.0","20741.0","14665.0","2053.0","162112.0","50812.0"
"3","2014","14","Chhattisgarh","Raipur","92205.0","39015.0","40583.0","16392.0","12075.0","8041.0","144863.0","63448.0"
"3","2015","14","Chhattisgarh","Raipur","94031.0","33176.0","33428.0","18541.0","11026.0","5396.0","138485.0","57113.0"
"3","2016","14","Chhattisgarh","Raipur","93647.0","24698.0","41852.0","23341.0","10560.0","6909.0","146057.0","54948.0"
"3","2017","14","Chhattisgarh","Raipur","73175.0","18833.0","34180.0","13541.0","10916.0","4138.0","118271.0","36512.0"
"4","1990","14","Chhattisgarh","Bilaspur","16729.0","2557.0","4840.0","1500.0","1142.0","334.0","22711.0","4391.0"
"4","1991","14","Chhattisgarh","Bilaspur","18007.0","2557.0","6128.0","1625.0","1805.0","350.0","25940.0","4532.0"
"4","1993","14","Chhattisgarh","Bilaspur","21060.0","2221.0","7902.0","849.0","2088.0","543.0","31050.0","3613.0"
"4","1994","14","Chhattisgarh","Bilaspur","26087.0","5302.0","6074.0","1118.0","799.0","193.0","32960.0","6613.0"
"4","1995","14","Chhattisgarh","Bilaspur","26087.0","5302.0","6074.0","1118.0","799.0","193.0","32960.0","6613.0"
"4","1996","14","Chhattisgarh","Bilaspur","26087.0","5302.0","6074.0","1118.0","799.0","193.0","32960.0","6613.0"
"4","1997","14","Chhattisgarh","Bilaspur","31540.0","3527.0","8779.0","836.0","1825.0","204.0","42144.0","4567.0"
"4","1998","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"4","1999","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"4","2000","14","Chhattisgarh","Bilaspur","33621.0","3062.0","12389.0","1488.0","2359.0","383.0","48369.0","4933.0"
"4","2001","14","Chhattisgarh","Bilaspur","39739.0","7642.0","13310.0","3108.0","2480.0","932.0","55530.0","11682.0"
"4","2002","14","Chhattisgarh","Bilaspur","39875.0","4990.0","14104.0","2151.0","2953.0","884.0","56932.0","8025.0"
"4","2003","14","Chhattisgarh","Bilaspur","40780.0","8073.0","9143.0","2583.0","2900.0","1182.0","52823.0","11839.0"
"4","2004","14","Chhattisgarh","Bilaspur","49070.0","12694.0","12864.0","7337.0","4632.0","1940.0","66565.0","21972.0"
"4","2005","14","Chhattisgarh","Bilaspur","47717.0","7701.0","9954.0","4480.0","4431.0","1063.0","62101.0","13244.0"
"4","2006","14","Chhattisgarh","Bilaspur","50511.0","9826.0","14754.0","3121.0","5710.0","974.0","70975.0","13920.0"
"4","2007","14","Chhattisgarh","Bilaspur","47823.0","8941.0","13390.0","1537.0","4083.0","895.0","65297.0","11374.0"
"4","2008","14","Chhattisgarh","Bilaspur","44361.0","7638.0","16939.0","3116.0","6245.0","1184.0","67545.0","11939.0"
"4","2009","14","Chhattisgarh","Bilaspur","49959.0","9229.0","22318.0","3154.0","5708.0","1631.0","77985.0","14014.0"
"4","2010","14","Chhattisgarh","Bilaspur","49062.0","11888.0","23303.0","4882.0","7648.0","1321.0","80013.0","18091.0"
"4","2011","14","Chhattisgarh","Bilaspur","53398.0","25949.0","21165.0","8769.0","4354.0","4635.0","78917.0","39353.0"
"4","2012","14","Chhattisgarh","Bilaspur","56289.0","19787.0","20585.0","8307.0","4903.0","738.0","81777.0","28832.0"
"4","2013","14","Chhattisgarh","Bilaspur","65986.0","8410.0","19845.0","5904.0","5023.0","510.0","90854.0","14825.0"
"4","2014","14","Chhattisgarh","Bilaspur","63224.0","14725.0","23584.0","5284.0","4376.0","1859.0","91184.0","21868.0"
"4","2015","14","Chhattisgarh","Bilaspur","65358.0","10182.0","25259.0","6994.0","5607.0","2304.0","96224.0","19479.0"
"4","2016","14","Chhattisgarh","Bilaspur","61329.0","21825.0","29599.0","8132.0","5230.0","3441.0","96159.0","33399.0"
"4","2017","14","Chhattisgarh","Bilaspur","62327.0","10599.0","24905.0","4808.0","4819.0","2096.0","92050.0","17504.0"
"5","1990","14","Chhattisgarh","Raigarh","9887.0","1289.0","2737.0","672.0","924.0","385.0","13548.0","2346.0"
"5","1991","14","Chhattisgarh","Raigarh","10044.0","1289.0","3950.0","664.0","1058.0","385.0","15052.0","2338.0"
"5","1993","14","Chhattisgarh","Raigarh","12022.0","1699.0","4463.0","1126.0","1010.0","346.0","17495.0","3171.0"
"5","1994","14","Chhattisgarh","Raigarh","13148.0","1781.0","3409.0","832.0","720.0","188.0","17277.0","2801.0"
"5","1995","14","Chhattisgarh","Raigarh","13148.0","1781.0","3409.0","832.0","720.0","188.0","17277.0","2801.0"
"5","1996","14","Chhattisgarh","Raigarh","13148.0","1781.0","3409.0","832.0","720.0","188.0","17277.0","2801.0"
"5","1997","14","Chhattisgarh","Raigarh","11442.0","1899.0","4418.0","421.0","1205.0","73.0","17065.0","2393.0"
"5","1998","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"5","1999","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"5","2000","14","Chhattisgarh","Raigarh","10856.0","1179.0","7052.0","821.0","1670.0","156.0","19578.0","2156.0"
"5","2001","14","Chhattisgarh","Raigarh","14084.0","1760.0","6464.0","943.0","1141.0","224.0","21689.0","2927.0"
"5","2002","14","Chhattisgarh","Raigarh","13404.0","1900.0","4843.0","944.0","984.0","209.0","19231.0","3053.0"
"5","2003","14","Chhattisgarh","Raigarh","13959.0","2948.0","5285.0","1603.0","956.0","285.0","20200.0","4836.0"
"5","2004","14","Chhattisgarh","Raigarh","18134.0","3642.0","5499.0","1987.0","1423.0","725.0","25056.0","6354.0"
"5","2005","14","Chhattisgarh","Raigarh","19288.0","3832.0","6168.0","3123.0","2137.0","845.0","27593.0","7800.0"
"5","2006","14","Chhattisgarh","Raigarh","17989.0","3986.0","6509.0","1951.0","2609.0","636.0","27107.0","6573.0"
"5","2007","14","Chhattisgarh","Raigarh","18701.0","4366.0","6957.0","2178.0","2311.0","703.0","27969.0","7247.0"
"5","2008","14","Chhattisgarh","Raigarh","23182.0","5523.0","7501.0","3503.0","4023.0","1286.0","34706.0","10312.0"
"5","2009","14","Chhattisgarh","Raigarh","25761.0","4710.0","11127.0","2839.0","2868.0","1327.0","39756.0","8876.0"
"5","2010","14","Chhattisgarh","Raigarh","18255.0","5939.0","10916.0","2869.0","3658.0","964.0","32829.0","9772.0"
"5","2011","14","Chhattisgarh","Raigarh","19075.0","11024.0","9109.0","4891.0","1197.0","1044.0","29381.0","16959.0"
"5","2012","14","Chhattisgarh","Raigarh","18746.0","7061.0","6903.0","4045.0","1497.0","270.0","27146.0","11376.0"
"5","2013","14","Chhattisgarh","Raigarh","21227.0","4585.0","8065.0","3263.0","2088.0","256.0","31380.0","8104.0"
"5","2014","14","Chhattisgarh","Raigarh","23609.0","4319.0","8933.0","2632.0","1959.0","2238.0","34501.0","9189.0"
"5","2015","14","Chhattisgarh","Raigarh","23587.0","7446.0","9439.0","4959.0","2333.0","1327.0","35359.0","13732.0"
"5","2016","14","Chhattisgarh","Raigarh","18722.0","7938.0","10912.0","6804.0","2475.0","3197.0","32109.0","17939.0"
"5","2017","14","Chhattisgarh","Raigarh","18480.0","12802.0","9644.0","3976.0","2520.0","1187.0","30644.0","17965.0"
"6","1990","14","Chhattisgarh","Surguja","2252.0","1500.0","1830.0","1615.0","181.0","128.0","4263.0","3243.0"
"6","1991","14","Chhattisgarh","Surguja","2968.0","1502.0","1682.0","1724.0","511.0","137.0","5161.0","3363.0"
"6","1993","14","Chhattisgarh","Surguja","3174.0","879.0","1973.0","514.0","469.0","83.0","5616.0","1476.0"
"6","1994","14","Chhattisgarh","Surguja","4184.0","2163.0","1494.0","1126.0","290.0","112.0","5968.0","3401.0"
"6","1995","14","Chhattisgarh","Surguja","4184.0","2163.0","1494.0","1126.0","290.0","112.0","5968.0","3401.0"
"6","1996","14","Chhattisgarh","Surguja","4184.0","2163.0","1494.0","1126.0","290.0","112.0","5968.0","3401.0"
"6","1997","14","Chhattisgarh","Surguja","3837.0","1817.0","2471.0","1190.0","510.0","106.0","6818.0","3113.0"
"6","1998","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"6","1999","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"6","2000","14","Chhattisgarh","Surguja","6043.0","3004.0","4164.0","1724.0","1073.0","132.0","11280.0","4860.0"
"6","2001","14","Chhattisgarh","Surguja","7449.0","3384.0","3169.0","1909.0","931.0","226.0","11549.0","5519.0"
"6","2002","14","Chhattisgarh","Surguja","7743.0","2086.0","3709.0","1196.0","1077.0","130.0","12529.0","3412.0"
"6","2003","14","Chhattisgarh","Surguja","7779.0","2776.0","2193.0","2077.0","855.0","78.0","10827.0","4931.0"
"6","2004","14","Chhattisgarh","Surguja","12605.0","7199.0","4996.0","2662.0","1370.0","397.0","18971.0","10258.0"
"6","2005","14","Chhattisgarh","Surguja","14334.0","2786.0","3494.0","1289.0","1208.0","291.0","19036.0","4366.0"
"6","2006","14","Chhattisgarh","Surguja","8251.0","4054.0","4194.0","1905.0","1282.0","105.0","13727.0","6064.0"
"6","2007","14","Chhattisgarh","Surguja","11724.0","4001.0","6006.0","944.0","2013.0","197.0","19743.0","5142.0"
"6","2008","14","Chhattisgarh","Surguja","13798.0","3112.0","7040.0","3297.0","2428.0","1123.0","23266.0","7532.0"
"6","2009","14","Chhattisgarh","Surguja","15380.0","5244.0","10691.0","2629.0","1240.0","366.0","27311.0","8239.0"
"6","2010","14","Chhattisgarh","Surguja","12519.0","2378.0","7908.0","2354.0","2197.0","764.0","22624.0","5496.0"
"6","2011","14","Chhattisgarh","Surguja","10426.0","3058.0","5665.0","4653.0","1063.0","1408.0","17154.0","9119.0"
"6","2012","14","Chhattisgarh","Surguja","15989.0","6171.0","7761.0","3635.0","1573.0","209.0","25323.0","10015.0"
"6","2013","14","Chhattisgarh","Surguja","20843.0","4789.0","8821.0","2257.0","2785.0","329.0","32449.0","7375.0"
"6","2014","14","Chhattisgarh","Surguja","17325.0","4680.0","9385.0","2486.0","2524.0","2793.0","29234.0","9959.0"
"6","2015","14","Chhattisgarh","Surguja","22625.0","5580.0","10731.0","4566.0","3100.0","1456.0","36456.0","11602.0"
"6","2016","14","Chhattisgarh","Surguja","23840.0","11025.0","12784.0","6876.0","3663.0","1835.0","40287.0","19736.0"
"6","2017","14","Chhattisgarh","Surguja","15782.0","5357.0","9201.0","2677.0","3060.0","1378.0","28043.0","9412.0"
"7","1990","6","Madhya Pradesh","Jabalpur","2782.0","7576.0","1953.0","5323.0","121.0","322.0","4856.0","13221.0"
"7","1991","6","Madhya Pradesh","Jabalpur","3783.0","7576.0","1995.0","5323.0","148.0","338.0","5926.0","13237.0"
"7","1993","6","Madhya Pradesh","Jabalpur","4181.0","8774.0","2650.0","4484.0","220.0","62.0","7051.0","13320.0"
"7","1994","6","Madhya Pradesh","Jabalpur","4574.0","8910.0","4212.0","5288.0","202.0","418.0","8988.0","14616.0"
"7","1995","6","Madhya Pradesh","Jabalpur","4574.0","8910.0","4212.0","5288.0","202.0","418.0","8988.0","14616.0"
"7","1996","6","Madhya Pradesh","Jabalpur","4574.0","8910.0","4212.0","5288.0","202.0","418.0","8988.0","14616.0"
"7","1997","6","Madhya Pradesh","Jabalpur","3915.0","11443.0","2514.0","7325.0","71.0","697.0","6500.0","19465.0"
"7","1998","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"7","1999","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"7","2000","6","Madhya Pradesh","Jabalpur","5222.0","9414.0","2620.0","4417.0","173.0","315.0","8015.0","14146.0"
"7","2001","6","Madhya Pradesh","Jabalpur","5895.0","10356.0","2825.0","5479.0","390.0","628.0","9110.0","16463.0"
"7","2002","6","Madhya Pradesh","Jabalpur","4881.0","12536.0","2242.0","9272.0","174.0","733.0","7297.0","22541.0"
"7","2003","6","Madhya Pradesh","Jabalpur","5479.0","14738.0","3521.0","10380.0","504.0","1277.0","9504.0","26395.0"
"7","2004","6","Madhya Pradesh","Jabalpur","7744.0","15530.0","3468.0","10403.0","207.0","1135.0","11419.0","27068.0"
"7","2005","6","Madhya Pradesh","Jabalpur","4659.0","15980.0","2498.0","9537.0","147.0","895.0","7304.0","26412.0"
"7","2006","6","Madhya Pradesh","Jabalpur","10928.0","17277.0","7603.0","8578.0","294.0","1227.0","18825.0","27082.0"
"7","2007","6","Madhya Pradesh","Jabalpur","7955.0","20131.0","5805.0","10582.0","775.0","1523.0","14535.0","32236.0"
"7","2008","6","Madhya Pradesh","Jabalpur","13518.0","21655.0","9293.0","10597.0","2054.0","2439.0","24865.0","34691.0"
"7","2009","6","Madhya Pradesh","Jabalpur","10774.0","28035.0","9589.0","14723.0","2049.0","2482.0","22412.0","45240.0"
"7","2010","6","Madhya Pradesh","Jabalpur","14098.0","31078.0","11190.0","16588.0","1309.0","3108.0","26597.0","50774.0"
"7","2011","6","Madhya Pradesh","Jabalpur","19000.0","23455.0","11450.0","14459.0","1467.0","833.0","31917.0","38747.0"
"7","2012","6","Madhya Pradesh","Jabalpur","21096.0","29781.0","15289.0","11850.0","1011.0","2035.0","37396.0","43666.0"
"7","2013","6","Madhya Pradesh","Jabalpur","19236.0","38469.0","7953.0","14980.0","184.0","205.0","27373.0","53654.0"
"7","2014","6","Madhya Pradesh","Jabalpur","18776.0","29605.0","8277.0","12739.0","621.0","402.0","27674.0","42746.0"
"7","2015","6","Madhya Pradesh","Jabalpur","20725.0","37079.0","7707.0","15560.0","672.0","599.0","29104.0","53238.0"
"7","2016","6","Madhya Pradesh","Jabalpur","26285.0","42556.0","10815.0","16307.0","876.0","883.0","37976.0","59746.0"
"7","2017","6","Madhya Pradesh","Jabalpur","23940.0","38290.0","13276.0","17524.0","998.0","1117.0","38213.0","56931.0"
"8","1990","6","Madhya Pradesh","Balaghat","4132.0","815.0","2428.0","490.0","204.0","32.0","6764.0","1337.0"
"8","1991","6","Madhya Pradesh","Balaghat","6323.0","815.0","3063.0","490.0","591.0","41.0","9977.0","1346.0"
"8","1993","6","Madhya Pradesh","Balaghat","6847.0","854.0","2401.0","941.0","558.0","197.0","9806.0","1992.0"
"8","1994","6","Madhya Pradesh","Balaghat","6240.0","1164.0","2840.0","320.0","338.0","41.0","9418.0","1525.0"
"8","1995","6","Madhya Pradesh","Balaghat","6240.0","1164.0","2840.0","320.0","338.0","41.0","9418.0","1525.0"
"8","1996","6","Madhya Pradesh","Balaghat","6240.0","1164.0","2840.0","320.0","338.0","41.0","9418.0","1525.0"
"8","1997","6","Madhya Pradesh","Balaghat","7492.0","1012.0","3111.0","452.0","406.0","39.0","11009.0","1503.0"
"8","1998","6","Madhya Pradesh","Balaghat","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"8","1999","6","Madhya Pradesh","Balaghat","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"8","2000","6","Madhya Pradesh","Balaghat","6536.0","785.0","4334.0","331.0","717.0","24.0","11587.0","1140.0"
"8","2001","6","Madhya Pradesh","Balaghat","2604.0","1148.0","4093.0","593.0","475.0","50.0","7172.0","1791.0"
"8","2002","6","Madhya Pradesh","Balaghat","6336.0","1069.0","4121.0","448.0","498.0","38.0","10955.0","1555.0"
"8","2003","6","Madhya Pradesh","Balaghat","7914.0","1797.0","4937.0","855.0","589.0","49.0","13440.0","2701.0"
"8","2004","6","Madhya Pradesh","Balaghat","7691.0","631.0","4751.0","257.0","638.0","11.0","13080.0","899.0"
"8","2005","6","Madhya Pradesh","Balaghat","8614.0","1872.0","5261.0","1432.0","657.0","65.0","14532.0","3369.0"
"8","2006","6","Madhya Pradesh","Balaghat","8700.0","1963.0","5407.0","1175.0","670.0","74.0","14777.0","3212.0"
"8","2007","6","Madhya Pradesh","Balaghat","10541.0","2008.0","6123.0","1400.0","679.0","66.0","17343.0","3474.0"
"8","2008","6","Madhya Pradesh","Balaghat","12011.0","1675.0","7148.0","1130.0","829.0","147.0","19988.0","2952.0"
"8","2009","6","Madhya Pradesh","Balaghat","12192.0","2269.0","8094.0","1360.0","641.0","123.0","20927.0","3752.0"
"8","2010","6","Madhya Pradesh","Balaghat","12093.0","2750.0","7953.0","1723.0","1483.0","135.0","21529.0","4608.0"
"8","2011","6","Madhya Pradesh","Balaghat","12524.0","5101.0","7539.0","4456.0","766.0","74.0","20829.0","9631.0"
"8","2012","6","Madhya Pradesh","Balaghat","10802.0","5575.0","6600.0","1803.0","409.0","75.0","17811.0","7453.0"
"8","2013","6","Madhya Pradesh","Balaghat","11969.0","3763.0","9544.0","2920.0","602.0","311.0","22115.0","6994.0"
"8","2014","6","Madhya Pradesh","Balaghat","11100.0","4549.0","6885.0","3240.0","233.0","363.0","18218.0","8152.0"
"8","2015","6","Madhya Pradesh","Balaghat","14639.0","4838.0","10164.0","2695.0","832.0","84.0","25635.0","7617.0"
"8","2016","6","Madhya Pradesh","Balaghat","12719.0","2515.0","7635.0","1735.0","297.0","64.0","20651.0","4314.0"
"8","2017","6","Madhya Pradesh","Balaghat","13974.0","4325.0","9656.0","1032.0","560.0","15.0","24190.0","5372.0"
"9","1990","6","Madhya Pradesh","Chhindwara","3634.0","3450.0","2064.0","1283.0","318.0","266.0","6016.0","4999.0"
"9","1991","6","Madhya Pradesh","Chhindwara","6436.0","3451.0","2617.0","1326.0","476.0","278.0","9529.0","5055.0"
"9","1993","6","Madhya Pradesh","Chhindwara","5679.0","3884.0","2739.0","943.0","338.0","204.0","8756.0","5031.0"
