"Dist Code","Year","State Code","State Name","Dist Name","DISTRICT MALE FIELD LABOUR (Rs per Day)","DISTRICT FEMALE FIELD LABOUR (Rs per Day)","STATE MALE AVERAGE FIELD LABOUR (Rs per Day)","STATE FEMALE AVERAGE FIELD LABOUR (Rs per Day)"
"1","1966","14","Chhattisgarh","Durg","1.5","1.0","1.8","1.0"
"1","1967","14","Chhattisgarh","Durg","1.5","1.0","2.1","1.0"
"1","1968","14","Chhattisgarh","Durg","1.8","1.5","2.0","1.5"
"1","1969","14","Chhattisgarh","Durg","1.8","1.5","2.2","1.5"
"1","1970","14","Chhattisgarh","Durg","2.0","1.25","2.2","1.25"
"1","1971","14","Chhattisgarh","Durg","2.0","1.0","2.4","1.0"
"1","1972","14","Chhattisgarh","Durg","2.0","-1.0","-1.0","-1.0"
"1","1973","14","Chhattisgarh","Durg","2.0","-1.0","-1.0","-1.0"
"1","1974","14","Chhattisgarh","Durg","3.0","-1.0","-1.0","-1.0"
"1","1975","14","Chhattisgarh","Durg","3.5","-1.0","-1.0","-1.0"
"1","1976","14","Chhattisgarh","Durg","3.7","-1.0","-1.0","-1.0"
"1","1977","14","Chhattisgarh","Durg","3.5","-1.0","-1.0","-1.0"
"1","1978","14","Chhattisgarh","Durg","3.5","-1.0","-1.0","-1.0"
"1","1979","14","Chhattisgarh","Durg","3.6","-1.0","-1.0","-1.0"
"1","1980","14","Chhattisgarh","Durg","3.4","-1.0","-1.0","-1.0"
"1","1981","14","Chhattisgarh","Durg","4.2","4.0","5.36","4.0"
"1","1982","14","Chhattisgarh","Durg","5.0","-1.0","-1.0","-1.0"
"1","1983","14","Chhattisgarh","Durg","8.0","4.5","8.16","4.5"
"1","1984","14","Chhattisgarh","Durg","8.2","8.2","9.0","8.2"
"1","1985","14","Chhattisgarh","Durg","8.2","8.2","9.75","8.2"
"1","1986","14","Chhattisgarh","Durg","9.1","8.2","10.64","8.2"
"1","1987","14","Chhattisgarh","Durg","9.7","8.2","11.46","8.2"
"1","1988","14","Chhattisgarh","Durg","10.3","8.0","13.06","8.0"
"1","1989","14","Chhattisgarh","Durg","12.5","8.0","15.04","8.0"
"1","1990","14","Chhattisgarh","Durg","15.0","14.6","17.46","14.6"
"1","1991","14","Chhattisgarh","Durg","17.7","12.0","20.13","12.0"
"1","1992","14","Chhattisgarh","Durg","21.0","15.0","23.91","15.0"
"1","1993","14","Chhattisgarh","Durg","-1.0","12.0","24.82","12.0"
"1","1994","14","Chhattisgarh","Durg","-1.0","15.0","28.86","15.0"
"1","1995","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0"
"1","1996","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0"
"1","1997","14","Chhattisgarh","Durg","40.0","15.0","37.83","15.0"
"1","1998","14","Chhattisgarh","Durg","62.5","24.67","41.9","24.67"
"1","1999","14","Chhattisgarh","Durg","88.13","20.0","45.31","20.0"
"1","2000","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0"
"1","2001","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0"
"1","2002","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0"
"1","2003","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0"
"1","2004","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0"
"1","2005","14","Chhattisgarh","Durg","33.19","24.67","47.0","24.67"
"1","2006","14","Chhattisgarh","Durg","37.35","25.0","48.07","25.0"
"1","2007","14","Chhattisgarh","Durg","43.54","38.61","53.85","38.61"
"1","2008","14","Chhattisgarh","Durg","45.0","40.0","63.82","40.0"
"1","2009","14","Chhattisgarh","Durg","67.92","51.67","71.45","51.67"
"1","2012","14","Chhattisgarh","Durg","262.5","-1.0","125.02","-1.0"
"1","2014","14","Chhattisgarh","Durg","195.45","-1.0","176.0","-1.0"
"1","2015","14","Chhattisgarh","Durg","242.86","-1.0","180.8","-1.0"
"1","2016","14","Chhattisgarh","Durg","260.0","-1.0","201.0","-1.0"
"1","2017","14","Chhattisgarh","Durg","246.0","-1.0","200.0","-1.0"
"2","1966","14","Chhattisgarh","Bastar","1.4","0.75","1.8","0.75"
"2","1967","14","Chhattisgarh","Bastar","1.5","0.75","2.1","0.75"
"2","1968","14","Chhattisgarh","Bastar","1.5","1.0","2.0","1.0"
"2","1969","14","Chhattisgarh","Bastar","2.0","1.25","2.2","1.25"
"2","1970","14","Chhattisgarh","Bastar","2.0","1.5","2.2","1.5"
"2","1971","14","Chhattisgarh","Bastar","2.0","1.5","2.4","1.5"
"2","1972","14","Chhattisgarh","Bastar","2.0","-1.0","-1.0","-1.0"
"2","1973","14","Chhattisgarh","Bastar","2.0","-1.0","-1.0","-1.0"
"2","1974","14","Chhattisgarh","Bastar","4.4","-1.0","-1.0","-1.0"
"2","1975","14","Chhattisgarh","Bastar","4.5","-1.0","-1.0","-1.0"
"2","1976","14","Chhattisgarh","Bastar","5.9","-1.0","-1.0","-1.0"
"2","1977","14","Chhattisgarh","Bastar","5.1","-1.0","-1.0","-1.0"
"2","1978","14","Chhattisgarh","Bastar","5.1","-1.0","-1.0","-1.0"
"2","1979","14","Chhattisgarh","Bastar","5.3","-1.0","-1.0","-1.0"
"2","1980","14","Chhattisgarh","Bastar","5.0","-1.0","-1.0","-1.0"
"2","1981","14","Chhattisgarh","Bastar","6.5","4.3","5.36","4.3"
"2","1982","14","Chhattisgarh","Bastar","8.0","-1.0","-1.0","-1.0"
"2","1983","14","Chhattisgarh","Bastar","10.0","5.0","8.16","5.0"
"2","1984","14","Chhattisgarh","Bastar","10.0","5.0","9.0","5.0"
"2","1985","14","Chhattisgarh","Bastar","9.0","7.7","9.75","7.7"
"2","1986","14","Chhattisgarh","Bastar","8.0","8.0","10.64","8.0"
"2","1987","14","Chhattisgarh","Bastar","10.3","9.0","11.46","9.0"
"2","1988","14","Chhattisgarh","Bastar","12.1","8.0","13.06","8.0"
"2","1989","14","Chhattisgarh","Bastar","10.5","10.0","15.04","10.0"
"2","1990","14","Chhattisgarh","Bastar","12.0","11.0","17.46","11.0"
"2","1991","14","Chhattisgarh","Bastar","14.7","12.0","20.13","12.0"
"2","1992","14","Chhattisgarh","Bastar","19.6","15.0","23.91","15.0"
"2","1993","14","Chhattisgarh","Bastar","-1.0","20.0","24.82","20.0"
"2","1994","14","Chhattisgarh","Bastar","-1.0","20.0","28.86","20.0"
"2","1995","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0"
"2","1996","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0"
"2","1997","14","Chhattisgarh","Bastar","35.0","15.0","37.83","15.0"
"2","1998","14","Chhattisgarh","Bastar","35.0","30.0","41.9","30.0"
"2","1999","14","Chhattisgarh","Bastar","38.0","30.0","45.31","30.0"
"2","2000","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0"
"2","2001","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0"
"2","2002","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0"
"2","2003","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0"
"2","2004","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0"
"2","2005","14","Chhattisgarh","Bastar","44.17","32.22","47.0","32.22"
"2","2006","14","Chhattisgarh","Bastar","60.0","38.33","48.07","38.33"
"2","2007","14","Chhattisgarh","Bastar","54.17","39.17","53.85","39.17"
"2","2008","14","Chhattisgarh","Bastar","79.2","50.83","63.82","50.83"
"2","2009","14","Chhattisgarh","Bastar","82.0","50.0","71.45","50.0"
"2","2012","14","Chhattisgarh","Bastar","200.0","-1.0","125.02","-1.0"
"2","2015","14","Chhattisgarh","Bastar","150.0","-1.0","180.8","-1.0"
"2","2016","14","Chhattisgarh","Bastar","150.0","-1.0","201.0","-1.0"
"2","2017","14","Chhattisgarh","Bastar","262.5","-1.0","200.0","-1.0"
"3","1966","14","Chhattisgarh","Raipur","1.6","1.0","1.8","1.0"
"3","1967","14","Chhattisgarh","Raipur","1.6","1.5","2.1","1.5"
"3","1968","14","Chhattisgarh","Raipur","1.6","1.5","2.0","1.5"
"3","1969","14","Chhattisgarh","Raipur","2.0","1.5","2.2","1.5"
"3","1970","14","Chhattisgarh","Raipur","2.3","1.5","2.2","1.5"
"3","1971","14","Chhattisgarh","Raipur","2.9","1.25","2.4","1.25"
"3","1972","14","Chhattisgarh","Raipur","2.9","-1.0","-1.0","-1.0"
"3","1973","14","Chhattisgarh","Raipur","2.3","-1.0","-1.0","-1.0"
"3","1974","14","Chhattisgarh","Raipur","2.6","-1.0","-1.0","-1.0"
"3","1975","14","Chhattisgarh","Raipur","2.8","-1.0","-1.0","-1.0"
"3","1976","14","Chhattisgarh","Raipur","3.6","-1.0","-1.0","-1.0"
"3","1977","14","Chhattisgarh","Raipur","3.8","-1.0","-1.0","-1.0"
"3","1978","14","Chhattisgarh","Raipur","3.8","-1.0","-1.0","-1.0"
"3","1979","14","Chhattisgarh","Raipur","3.9","-1.0","-1.0","-1.0"
"3","1980","14","Chhattisgarh","Raipur","3.6","-1.0","-1.0","-1.0"
"3","1981","14","Chhattisgarh","Raipur","5.3","5.0","5.36","5.0"
"3","1982","14","Chhattisgarh","Raipur","7.0","-1.0","-1.0","-1.0"
"3","1983","14","Chhattisgarh","Raipur","7.0","5.0","8.16","5.0"
"3","1984","14","Chhattisgarh","Raipur","8.0","5.0","9.0","5.0"
"3","1985","14","Chhattisgarh","Raipur","10.0","5.0","9.75","5.0"
"3","1986","14","Chhattisgarh","Raipur","13.0","5.0","10.64","5.0"
"3","1987","14","Chhattisgarh","Raipur","15.1","8.0","11.46","8.0"
"3","1988","14","Chhattisgarh","Raipur","15.4","9.5","13.06","9.5"
"3","1989","14","Chhattisgarh","Raipur","17.6","12.0","15.04","12.0"
"3","1990","14","Chhattisgarh","Raipur","16.8","16.75","17.46","16.75"
"3","1991","14","Chhattisgarh","Raipur","19.3","20.0","20.13","20.0"
"3","1992","14","Chhattisgarh","Raipur","24.9","20.0","23.91","20.0"
"3","1993","14","Chhattisgarh","Raipur","-1.0","26.5","24.82","26.5"
"3","1994","14","Chhattisgarh","Raipur","-1.0","27.0","28.86","27.0"
"3","1995","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0"
"3","1996","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0"
"3","1997","14","Chhattisgarh","Raipur","50.0","30.0","37.83","30.0"
"3","1998","14","Chhattisgarh","Raipur","44.13","24.06","41.9","24.06"
"3","1999","14","Chhattisgarh","Raipur","41.56","26.5","45.31","26.5"
"3","2000","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0"
"3","2001","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0"
"3","2002","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0"
"3","2003","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0"
"3","2004","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0"
"3","2005","14","Chhattisgarh","Raipur","46.25","30.0","47.0","30.0"
"3","2006","14","Chhattisgarh","Raipur","47.65","33.1","48.07","33.1"
"3","2007","14","Chhattisgarh","Raipur","59.64","44.85","53.85","44.85"
"3","2008","14","Chhattisgarh","Raipur","56.25","47.78","63.82","47.78"
"3","2009","14","Chhattisgarh","Raipur","46.67","36.67","71.45","36.67"
"3","2013","14","Chhattisgarh","Raipur","150.0","-1.0","149.64","-1.0"
"3","2015","14","Chhattisgarh","Raipur","300.0","-1.0","180.8","-1.0"
"3","2016","14","Chhattisgarh","Raipur","300.0","-1.0","201.0","-1.0"
"3","2017","14","Chhattisgarh","Raipur","300.0","-1.0","200.0","-1.0"
"4","1966","14","Chhattisgarh","Bilaspur","1.5","1.5","1.8","1.5"
"4","1967","14","Chhattisgarh","Bilaspur","1.5","1.5","2.1","1.5"
"4","1968","14","Chhattisgarh","Bilaspur","1.5","1.5","2.0","1.5"
"4","1969","14","Chhattisgarh","Bilaspur","1.6","1.5","2.2","1.5"
"4","1970","14","Chhattisgarh","Bilaspur","1.5","1.5","2.2","1.5"
"4","1971","14","Chhattisgarh","Bilaspur","2.0","1.5","2.4","1.5"
"4","1972","14","Chhattisgarh","Bilaspur","2.0","-1.0","-1.0","-1.0"
"4","1973","14","Chhattisgarh","Bilaspur","2.4","-1.0","-1.0","-1.0"
"4","1974","14","Chhattisgarh","Bilaspur","3.2","-1.0","-1.0","-1.0"
"4","1975","14","Chhattisgarh","Bilaspur","3.7","-1.0","-1.0","-1.0"
"4","1976","14","Chhattisgarh","Bilaspur","4.1","-1.0","-1.0","-1.0"
"4","1977","14","Chhattisgarh","Bilaspur","4.0","-1.0","-1.0","-1.0"
"4","1978","14","Chhattisgarh","Bilaspur","4.0","-1.0","-1.0","-1.0"
"4","1979","14","Chhattisgarh","Bilaspur","4.2","-1.0","-1.0","-1.0"
"4","1980","14","Chhattisgarh","Bilaspur","3.8","-1.0","-1.0","-1.0"
"4","1981","14","Chhattisgarh","Bilaspur","5.9","5.0","5.36","5.0"
"4","1982","14","Chhattisgarh","Bilaspur","8.0","-1.0","-1.0","-1.0"
"4","1983","14","Chhattisgarh","Bilaspur","8.0","7.25","8.16","7.25"
"4","1984","14","Chhattisgarh","Bilaspur","10.0","7.5","9.0","7.5"
"4","1985","14","Chhattisgarh","Bilaspur","10.1","7.5","9.75","7.5"
"4","1986","14","Chhattisgarh","Bilaspur","11.7","10.0","10.64","10.0"
"4","1987","14","Chhattisgarh","Bilaspur","12.7","9.0","11.46","9.0"
"4","1988","14","Chhattisgarh","Bilaspur","15.2","10.0","13.06","10.0"
"4","1989","14","Chhattisgarh","Bilaspur","17.8","14.0","15.04","14.0"
"4","1990","14","Chhattisgarh","Bilaspur","23.3","16.0","17.46","16.0"
"4","1991","14","Chhattisgarh","Bilaspur","25.0","18.0","20.13","18.0"
"4","1992","14","Chhattisgarh","Bilaspur","30.0","18.0","23.91","18.0"
"4","1993","14","Chhattisgarh","Bilaspur","-1.0","22.0","24.82","22.0"
"4","1994","14","Chhattisgarh","Bilaspur","-1.0","18.0","28.86","18.0"
"4","1995","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0"
"4","1996","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0"
"4","1997","14","Chhattisgarh","Bilaspur","40.0","22.0","37.83","22.0"
"4","1998","14","Chhattisgarh","Bilaspur","36.25","25.0","41.9","25.0"
"4","1999","14","Chhattisgarh","Bilaspur","45.0","25.0","45.31","25.0"
"4","2000","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0"
"4","2001","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0"
"4","2002","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0"
"4","2003","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0"
"4","2004","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0"
"4","2005","14","Chhattisgarh","Bilaspur","45.0","30.0","47.0","30.0"
"4","2006","14","Chhattisgarh","Bilaspur","45.0","30.0","48.07","30.0"
"4","2007","14","Chhattisgarh","Bilaspur","51.67","42.78","53.85","42.78"
"4","2008","14","Chhattisgarh","Bilaspur","65.63","60.83","63.82","60.83"
"4","2009","14","Chhattisgarh","Bilaspur","65.0","53.33","71.45","53.33"
"4","2012","14","Chhattisgarh","Bilaspur","135.0","-1.0","125.02","-1.0"
"4","2013","14","Chhattisgarh","Bilaspur","176.0","-1.0","149.64","-1.0"
"4","2014","14","Chhattisgarh","Bilaspur","280.0","-1.0","176.0","-1.0"
"4","2015","14","Chhattisgarh","Bilaspur","282.5","-1.0","180.8","-1.0"
"4","2016","14","Chhattisgarh","Bilaspur","300.0","-1.0","201.0","-1.0"
"4","2017","14","Chhattisgarh","Bilaspur","300.0","-1.0","200.0","-1.0"
"5","1966","14","Chhattisgarh","Raigarh","1.8","1.5","1.8","1.5"
"5","1967","14","Chhattisgarh","Raigarh","1.9","2.0","2.1","2.0"
"5","1968","14","Chhattisgarh","Raigarh","1.8","1.6","2.0","1.6"
"5","1969","14","Chhattisgarh","Raigarh","1.8","2.0","2.2","2.0"
"5","1970","14","Chhattisgarh","Raigarh","3.4","1.5","2.2","1.5"
"5","1971","14","Chhattisgarh","Raigarh","3.4","2.0","2.4","2.0"
"5","1972","14","Chhattisgarh","Raigarh","3.4","-1.0","-1.0","-1.0"
"5","1973","14","Chhattisgarh","Raigarh","2.3","-1.0","-1.0","-1.0"
"5","1974","14","Chhattisgarh","Raigarh","3.3","-1.0","-1.0","-1.0"
"5","1975","14","Chhattisgarh","Raigarh","3.6","-1.0","-1.0","-1.0"
"5","1976","14","Chhattisgarh","Raigarh","3.6","-1.0","-1.0","-1.0"
"5","1977","14","Chhattisgarh","Raigarh","3.5","-1.0","-1.0","-1.0"
"5","1978","14","Chhattisgarh","Raigarh","3.5","-1.0","-1.0","-1.0"
"5","1979","14","Chhattisgarh","Raigarh","3.7","-1.0","-1.0","-1.0"
"5","1980","14","Chhattisgarh","Raigarh","3.4","-1.0","-1.0","-1.0"
"5","1981","14","Chhattisgarh","Raigarh","5.2","4.0","5.36","4.0"
"5","1982","14","Chhattisgarh","Raigarh","7.0","-1.0","-1.0","-1.0"
"5","1983","14","Chhattisgarh","Raigarh","7.5","6.0","8.16","6.0"
"5","1984","14","Chhattisgarh","Raigarh","8.0","6.0","9.0","6.0"
"5","1985","14","Chhattisgarh","Raigarh","8.0","7.5","9.75","7.5"
"5","1986","14","Chhattisgarh","Raigarh","10.3","10.0","10.64","10.0"
"5","1987","14","Chhattisgarh","Raigarh","10.4","9.5","11.46","9.5"
"5","1988","14","Chhattisgarh","Raigarh","10.8","11.0","13.06","11.0"
"5","1989","14","Chhattisgarh","Raigarh","13.3","10.0","15.04","10.0"
"5","1990","14","Chhattisgarh","Raigarh","17.9","15.5","17.46","15.5"
"5","1991","14","Chhattisgarh","Raigarh","17.5","12.5","20.13","12.5"
"5","1992","14","Chhattisgarh","Raigarh","40.0","15.0","23.91","15.0"
"5","1993","14","Chhattisgarh","Raigarh","-1.0","20.0","24.82","20.0"
"5","1994","14","Chhattisgarh","Raigarh","-1.0","20.0","28.86","20.0"
"5","1995","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0"
"5","1996","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0"
"5","1997","14","Chhattisgarh","Raigarh","35.0","30.0","37.83","30.0"
"5","1998","14","Chhattisgarh","Raigarh","40.0","35.0","41.9","35.0"
"5","1999","14","Chhattisgarh","Raigarh","40.0","32.5","45.31","32.5"
"5","2000","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0"
"5","2001","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0"
"5","2002","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0"
"5","2003","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0"
"5","2004","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0"
"5","2005","14","Chhattisgarh","Raigarh","42.71","33.33","47.0","33.33"
"5","2006","14","Chhattisgarh","Raigarh","49.5","42.05","48.07","42.05"
"5","2007","14","Chhattisgarh","Raigarh","51.13","42.5","53.85","42.5"
"5","2008","14","Chhattisgarh","Raigarh","60.0","43.33","63.82","43.33"
"5","2009","14","Chhattisgarh","Raigarh","74.17","60.56","71.45","60.56"
"5","2012","14","Chhattisgarh","Raigarh","166.67","-1.0","125.02","-1.0"
"5","2013","14","Chhattisgarh","Raigarh","150.0","-1.0","149.64","-1.0"
"5","2014","14","Chhattisgarh","Raigarh","150.0","-1.0","176.0","-1.0"
"5","2015","14","Chhattisgarh","Raigarh","170.0","-1.0","180.8","-1.0"
"5","2016","14","Chhattisgarh","Raigarh","189.17","-1.0","201.0","-1.0"
"5","2017","14","Chhattisgarh","Raigarh","253.64","-1.0","200.0","-1.0"
"6","1966","14","Chhattisgarh","Surguja","1.4","1.5","1.8","1.5"
"6","1967","14","Chhattisgarh","Surguja","1.5","1.5","2.1","1.5"
"6","1968","14","Chhattisgarh","Surguja","1.5","1.25","2.0","1.25"
"6","1969","14","Chhattisgarh","Surguja","1.5","1.25","2.2","1.25"
"6","1970","14","Chhattisgarh","Surguja","1.6","1.25","2.2","1.25"
"6","1971","14","Chhattisgarh","Surguja","1.0","1.5","2.4","1.5"
"6","1972","14","Chhattisgarh","Surguja","1.5","-1.0","-1.0","-1.0"
"6","1973","14","Chhattisgarh","Surguja","2.0","-1.0","-1.0","-1.0"
"6","1974","14","Chhattisgarh","Surguja","2.9","-1.0","-1.0","-1.0"
"6","1975","14","Chhattisgarh","Surguja","3.4","-1.0","-1.0","-1.0"
"6","1976","14","Chhattisgarh","Surguja","3.6","-1.0","-1.0","-1.0"
"6","1977","14","Chhattisgarh","Surguja","3.5","-1.0","-1.0","-1.0"
"6","1978","14","Chhattisgarh","Surguja","3.5","-1.0","-1.0","-1.0"
"6","1979","14","Chhattisgarh","Surguja","3.7","-1.0","-1.0","-1.0"
"6","1980","14","Chhattisgarh","Surguja","3.4","-1.0","-1.0","-1.0"
"6","1981","14","Chhattisgarh","Surguja","4.7","3.5","5.36","3.5"
"6","1982","14","Chhattisgarh","Surguja","6.0","-1.0","-1.0","-1.0"
"6","1983","14","Chhattisgarh","Surguja","7.5","7.0","8.16","7.0"
"6","1984","14","Chhattisgarh","Surguja","8.9","8.6","9.0","8.6"
"6","1985","14","Chhattisgarh","Surguja","9.8","8.0","9.75","8.0"
"6","1986","14","Chhattisgarh","Surguja","11.4","7.0","10.64","7.0"
"6","1987","14","Chhattisgarh","Surguja","11.7","9.75","11.46","9.75"
"6","1988","14","Chhattisgarh","Surguja","12.0","12.0","13.06","12.0"
"6","1989","14","Chhattisgarh","Surguja","12.0","12.0","15.04","12.0"
"6","1990","14","Chhattisgarh","Surguja","20.0","12.0","17.46","12.0"
"6","1991","14","Chhattisgarh","Surguja","20.0","20.0","20.13","20.0"
"6","1992","14","Chhattisgarh","Surguja","21.4","20.0","23.91","20.0"
"6","1993","14","Chhattisgarh","Surguja","-1.0","20.0","24.82","20.0"
"6","1994","14","Chhattisgarh","Surguja","-1.0","15.0","28.86","15.0"
"6","1995","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0"
"6","1996","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0"
"6","1997","14","Chhattisgarh","Surguja","30.0","30.0","37.83","30.0"
"6","1998","14","Chhattisgarh","Surguja","36.25","33.75","41.9","33.75"
"6","1999","14","Chhattisgarh","Surguja","40.0","40.0","45.31","40.0"
"6","2000","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0"
"6","2001","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0"
"6","2002","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0"
"6","2003","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0"
"6","2004","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0"
"6","2005","14","Chhattisgarh","Surguja","40.94","30.83","47.0","30.83"
"6","2006","14","Chhattisgarh","Surguja","51.48","40.64","48.07","40.64"
"6","2007","14","Chhattisgarh","Surguja","51.67","42.5","53.85","42.5"
"6","2008","14","Chhattisgarh","Surguja","59.58","52.92","63.82","52.92"
"6","2009","14","Chhattisgarh","Surguja","90.0","50.0","71.45","50.0"
"6","2012","14","Chhattisgarh","Surguja","193.33","-1.0","125.02","-1.0"
"6","2013","14","Chhattisgarh","Surguja","222.0","-1.0","149.64","-1.0"
"6","2014","14","Chhattisgarh","Surguja","200.0","-1.0","176.0","-1.0"
"6","2015","14","Chhattisgarh","Surguja","200.0","-1.0","180.8","-1.0"
"6","2016","14","Chhattisgarh","Surguja","235.0","-1.0","201.0","-1.0"
"7","1966","6","Madhya Pradesh","Jabalpur","1.5","1.25","1.8","1.25"
"7","1967","6","Madhya Pradesh","Jabalpur","1.5","1.25","2.1","1.25"
"7","1968","6","Madhya Pradesh","Jabalpur","1.5","1.5","2.0","1.5"
"7","1969","6","Madhya Pradesh","Jabalpur","1.5","1.5","2.2","1.5"
"7","1970","6","Madhya Pradesh","Jabalpur","1.8","1.5","2.2","1.5"
"7","1971","6","Madhya Pradesh","Jabalpur","1.8","1.5","2.4","1.5"
"7","1972","6","Madhya Pradesh","Jabalpur","1.8","-1.0","-1.0","-1.0"
"7","1973","6","Madhya Pradesh","Jabalpur","3.0","-1.0","-1.0","-1.0"
"7","1974","6","Madhya Pradesh","Jabalpur","3.5","-1.0","-1.0","-1.0"
"7","1975","6","Madhya Pradesh","Jabalpur","3.4","-1.0","-1.0","-1.0"
"7","1976","6","Madhya Pradesh","Jabalpur","4.0","-1.0","-1.0","-1.0"
"7","1977","6","Madhya Pradesh","Jabalpur","4.0","-1.0","-1.0","-1.0"
"7","1978","6","Madhya Pradesh","Jabalpur","4.0","-1.0","-1.0","-1.0"
"7","1979","6","Madhya Pradesh","Jabalpur","4.1","-1.0","-1.0","-1.0"
"7","1980","6","Madhya Pradesh","Jabalpur","3.9","-1.0","-1.0","-1.0"
"7","1981","6","Madhya Pradesh","Jabalpur","5.0","4.5","5.36","4.5"
"7","1982","6","Madhya Pradesh","Jabalpur","6.0","-1.0","-1.0","-1.0"
"7","1983","6","Madhya Pradesh","Jabalpur","7.0","5.0","8.16","5.0"
"7","1984","6","Madhya Pradesh","Jabalpur","8.0","7.0","9.0","7.0"
"7","1985","6","Madhya Pradesh","Jabalpur","-1.0","8.0","9.75","8.0"
"7","1986","6","Madhya Pradesh","Jabalpur","9.0","7.0","10.64","7.0"
"7","1987","6","Madhya Pradesh","Jabalpur","10.0","10.0","11.46","10.0"
"7","1988","6","Madhya Pradesh","Jabalpur","11.9","10.0","13.06","10.0"
"7","1989","6","Madhya Pradesh","Jabalpur","14.0","14.0","15.04","14.0"
"7","1990","6","Madhya Pradesh","Jabalpur","15.2","14.0","17.46","14.0"
"7","1991","6","Madhya Pradesh","Jabalpur","16.2","16.0","20.13","16.0"
"7","1992","6","Madhya Pradesh","Jabalpur","15.9","16.0","23.91","16.0"
"7","1993","6","Madhya Pradesh","Jabalpur","-1.0","20.0","24.82","20.0"
"7","1994","6","Madhya Pradesh","Jabalpur","-1.0","20.0","28.86","20.0"
"7","1995","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0"
"7","1996","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0"
"7","1997","6","Madhya Pradesh","Jabalpur","50.0","30.0","37.83","30.0"
"7","1998","6","Madhya Pradesh","Jabalpur","47.5","32.5","41.9","32.5"
"7","1999","6","Madhya Pradesh","Jabalpur","47.08","30.0","45.31","30.0"
"7","2000","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0"
"7","2001","6","Madhya Pradesh","Jabalpur","37.14","31.0","47.82","31.0"
"7","2002","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0"
"7","2003","6","Madhya Pradesh","Jabalpur","37.86","35.0","49.99","35.0"
"7","2004","6","Madhya Pradesh","Jabalpur","40.0","40.0","53.2","40.0"
"7","2005","6","Madhya Pradesh","Jabalpur","37.29","36.39","52.55","36.39"
"7","2006","6","Madhya Pradesh","Jabalpur","42.65","38.92","56.45","38.92"
"7","2007","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0"
"7","2008","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0"
