"Dist Code","Year","State Code","State Name","Dist Name","ADULT MALE CROSSBRED (1000 Number)","ADULT MALE INDIGENOUS (1000 Number)","ADULT FEMALE CROSSBRED (1000 Number)","ADULT FEMALE INDIGENOUS (1000 Number)","YOUNG MALE CROSSBRED (1000 Number)","YOUNG MALE INDIGENOUS (1000 Number)","YOUNG FEMALE CROSSBRED (1000 Number)","YOUNG FEMALE INDIGENOUS (1000 Number)"
"1","1966","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","1972","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","1977","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","1982","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","1987","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","1992","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","1997","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","2003","14","Chhattisgarh","Durg","7.6","484.38","14.2","502.93","6.17","305.16","8.44","341.53"
"1","2007","14","Chhattisgarh","Durg","1.24","572.66","8.65","747.01","2.89","340.97","4.37","368.8"
"1","2012","14","Chhattisgarh","Durg","1.44","565.65","10.79","777.03","2.47","288.99","4.7","392.12"
"1","2019","14","Chhattisgarh","Durg","1.27","460.88","13.97","813.04","2.39","287.06","5.87","478.47"
"2","1966","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","1972","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","1977","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","1982","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","1987","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","1992","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","1997","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","2003","14","Chhattisgarh","Bastar","1.98","640.45","4.1","306.12","1.54","202.8","2.66","245.79"
"2","2007","14","Chhattisgarh","Bastar","1.82","694.43","6.78","486.99","3.05","216.31","3.06","217.07"
"2","2012","14","Chhattisgarh","Bastar","2.25","861.84","8.79","564.63","2.51","150.7","4.2","277.71"
"2","2019","14","Chhattisgarh","Bastar","2.58","924.93","15.92","547.7","3.77","183.9","9.89","321.06"
"3","1966","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"3","1972","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"3","1977","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"3","1982","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"3","1987","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"3","1992","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"3","1997","14","Chhattisgarh","Raipur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"3","2003","14","Chhattisgarh","Raipur","52.57","477.01","16.67","510.57","8.66","307.29","10.89","337.01"
"3","2007","14","Chhattisgarh","Raipur","14.39","538.09","16.58","681.71","7.74","335.03","8.78","335.95"
"3","2012","14","Chhattisgarh","Raipur","4.14","561.47","20.2","667.32","5.66","262.11","7.95","347.49"
"3","2019","14","Chhattisgarh","Raipur","3.15","383.75","30.05","628.76","6.94","233.73","18.76","366.6"
"4","1966","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"4","1972","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"4","1977","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"4","1982","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"4","1987","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"4","1992","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"4","1997","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"4","2003","14","Chhattisgarh","Bilaspur","6.05","383.7","7.58","480.89","3.37","251.21","4.39","313.76"
"4","2007","14","Chhattisgarh","Bilaspur","10.98","441.8","17.21","679.41","7.99","296.45","7.66","321.87"
"4","2012","14","Chhattisgarh","Bilaspur","4.58","517.95","16.11","708.55","4.51","218.5","7.43","339.76"
"4","2019","14","Chhattisgarh","Bilaspur","3.61","468.11","20.23","716.46","4.21","212.12","10.85","406.62"
"5","1966","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"5","1972","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"5","1977","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"5","1982","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"5","1987","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"5","1992","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"5","1997","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"5","2003","14","Chhattisgarh","Raigarh","18.54","368.32","17.91","162.5","8.79","88.39","10.94","102.71"
"5","2007","14","Chhattisgarh","Raigarh","6.69","417.41","20.12","209.43","9.18","88.84","10.25","104.07"
"5","2012","14","Chhattisgarh","Raigarh","8.37","459.37","23.85","210.75","7.5","69.07","10.38","102.03"
"5","2019","14","Chhattisgarh","Raigarh","5.2","397.31","27.9","183.42","6.72","67.33","15.19","109.01"
"6","1966","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"6","1972","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"6","1977","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"6","1982","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"6","1987","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"6","1992","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"6","1997","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"6","2003","14","Chhattisgarh","Surguja","1.04","617.28","3.45","272.96","2.1","118.29","2.45","160.18"
"6","2007","14","Chhattisgarh","Surguja","2.66","659.58","6.69","313.03","3.96","107.23","3.29","131.17"
"6","2012","14","Chhattisgarh","Surguja","3.52","744.64","8.97","310.21","2.67","84.12","5.21","154.76"
"6","2019","14","Chhattisgarh","Surguja","11.85","855.62","24.78","357.03","5.68","99.89","16.24","214.12"
"7","1966","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"7","1972","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"7","1977","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"7","1982","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"7","1987","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"7","1992","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"7","1997","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"7","2003","6","Madhya Pradesh","Jabalpur","0.95","117.45","2.38","236.67","1.07","125.51","1.66","167.74"
"7","2007","6","Madhya Pradesh","Jabalpur","0.72","263.43","8.67","334.15","3.15","141.91","4.78","165.23"
"7","2012","6","Madhya Pradesh","Jabalpur","2.53","236.26","15.26","269.86","4.25","86.67","9.39","176.51"
"7","2019","6","Madhya Pradesh","Jabalpur","1.14","137.71","29.96","245.18","2.67","59.6","23.14","176.83"
"8","1966","6","Madhya Pradesh","Balaghat","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"8","1972","6","Madhya Pradesh","Balaghat","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"8","1977","6","Madhya Pradesh","Balaghat","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"8","1982","6","Madhya Pradesh","Balaghat","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"8","1987","6","Madhya Pradesh","Balaghat","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"8","1992","6","Madhya Pradesh","Balaghat","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"8","1997","6","Madhya Pradesh","Balaghat","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"8","2003","6","Madhya Pradesh","Balaghat","0.21","221.98","0.55","138.73","0.28","67.16","0.42","93.74"
"8","2007","6","Madhya Pradesh","Balaghat","0.26","264.24","1.65","162.31","1.27","64.89","1.45","74.54"
"8","2012","6","Madhya Pradesh","Balaghat","2.0","265.11","3.62","147.98","1.92","52.71","3.32","100.11"
"8","2019","6","Madhya Pradesh","Balaghat","1.99","259.71","10.06","161.36","2.02","49.8","7.48","113.51"
"9","1966","6","Madhya Pradesh","Chhindwara","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"9","1972","6","Madhya Pradesh","Chhindwara","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"9","1977","6","Madhya Pradesh","Chhindwara","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"9","1982","6","Madhya Pradesh","Chhindwara","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"9","1987","6","Madhya Pradesh","Chhindwara","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"9","1992","6","Madhya Pradesh","Chhindwara","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"9","1997","6","Madhya Pradesh","Chhindwara","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"9","2003","6","Madhya Pradesh","Chhindwara","0.82","309.4","3.37","180.3","0.91","89.08","2.18","111.95"
"9","2007","6","Madhya Pradesh","Chhindwara","1.12","343.48","8.22","230.11","2.78","84.73","4.36","103.57"
"9","2012","6","Madhya Pradesh","Chhindwara","2.51","312.19","9.81","191.26","3.52","56.62","7.24","115.92"
"9","2019","6","Madhya Pradesh","Chhindwara","3.57","262.48","27.94","190.87","4.16","59.9","22.23","141.01"
"10","1966","6","Madhya Pradesh","Narsinghpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"10","1972","6","Madhya Pradesh","Narsinghpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"10","1977","6","Madhya Pradesh","Narsinghpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"10","1982","6","Madhya Pradesh","Narsinghpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"10","1987","6","Madhya Pradesh","Narsinghpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"10","1992","6","Madhya Pradesh","Narsinghpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"10","1997","6","Madhya Pradesh","Narsinghpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"10","2003","6","Madhya Pradesh","Narsinghpur","0.81","96.15","5.21","124.35","2.36","69.86","5.04","90.73"
"10","2007","6","Madhya Pradesh","Narsinghpur","0.34","70.49","5.77","168.18","1.75","55.71","2.86","69.39"
"10","2012","6","Madhya Pradesh","Narsinghpur","2.18","60.42","17.86","111.96","5.31","34.82","12.73","75.83"
"10","2019","6","Madhya Pradesh","Narsinghpur","0.9","25.99","16.95","99.26","3.54","16.75","12.31","79.2"
"11","1966","6","Madhya Pradesh","Seoni / Shivani","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"11","1972","6","Madhya Pradesh","Seoni / Shivani","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"11","1977","6","Madhya Pradesh","Seoni / Shivani","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"11","1982","6","Madhya Pradesh","Seoni / Shivani","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"11","1987","6","Madhya Pradesh","Seoni / Shivani","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"11","1992","6","Madhya Pradesh","Seoni / Shivani","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"11","1997","6","Madhya Pradesh","Seoni / Shivani","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"11","2003","6","Madhya Pradesh","Seoni / Shivani","0.33","191.14","1.65","111.3","0.86","30.24","1.29","85.78"
"11","2007","6","Madhya Pradesh","Seoni / Shivani","0.97","240.41","5.64","151.88","2.13","62.96","3.81","71.98"
"11","2012","6","Madhya Pradesh","Seoni / Shivani","1.47","232.32","9.34","130.28","3.27","42.75","7.3","85.96"
"11","2019","6","Madhya Pradesh","Seoni / Shivani","1.74","167.4","18.87","113.79","4.08","40.65","15.95","83.13"
"12","1966","6","Madhya Pradesh","Mandla","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"12","1972","6","Madhya Pradesh","Mandla","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"12","1977","6","Madhya Pradesh","Mandla","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"12","1982","6","Madhya Pradesh","Mandla","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"12","1987","6","Madhya Pradesh","Mandla","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"12","1992","6","Madhya Pradesh","Mandla","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"12","1997","6","Madhya Pradesh","Mandla","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"12","2003","6","Madhya Pradesh","Mandla","0.11","321.93","0.6","178.04","0.16","94.63","0.47","119.86"
"12","2007","6","Madhya Pradesh","Mandla","0.08","455.5","1.34","259.31","0.61","109.43","1.13","126.37"
"12","2012","6","Madhya Pradesh","Mandla","1.39","391.41","2.83","179.9","1.48","65.57","2.42","124.22"
"12","2019","6","Madhya Pradesh","Mandla","2.66","495.77","6.79","202.33","1.94","65.01","5.5","154.27"
"13","1966","6","Madhya Pradesh","Sagar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"13","1972","6","Madhya Pradesh","Sagar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"13","1977","6","Madhya Pradesh","Sagar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"13","1982","6","Madhya Pradesh","Sagar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"13","1987","6","Madhya Pradesh","Sagar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"13","1992","6","Madhya Pradesh","Sagar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"13","1997","6","Madhya Pradesh","Sagar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"13","2003","6","Madhya Pradesh","Sagar","0.24","111.77","1.03","219.14","0.28","97.16","0.63","138.34"
"13","2007","6","Madhya Pradesh","Sagar","0.16","184.48","2.15","371.64","0.73","147.42","1.24","172.47"
"13","2012","6","Madhya Pradesh","Sagar","0.41","113.09","3.82","367.31","1.23","95.67","2.62","218.68"
"13","2019","6","Madhya Pradesh","Sagar","0.97","48.95","13.07","364.28","3.29","61.87","11.3","241.24"
"14","1966","6","Madhya Pradesh","Damoh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"14","1972","6","Madhya Pradesh","Damoh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"14","1977","6","Madhya Pradesh","Damoh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"14","1982","6","Madhya Pradesh","Damoh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"14","1987","6","Madhya Pradesh","Damoh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"14","1992","6","Madhya Pradesh","Damoh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"14","1997","6","Madhya Pradesh","Damoh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"14","2003","6","Madhya Pradesh","Damoh","0.0","87.32","0.18","133.64","0.08","84.59","0.1","97.13"
"14","2007","6","Madhya Pradesh","Damoh","0.04","124.28","0.49","242.77","0.34","106.25","0.39","116.6"
"14","2012","6","Madhya Pradesh","Damoh","0.53","122.04","1.87","228.08","0.89","66.6","1.57","137.26"
"14","2019","6","Madhya Pradesh","Damoh","0.17","45.86","4.32","234.44","0.69","29.57","3.81","161.25"
"15","1966","6","Madhya Pradesh","Tikamgarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"15","1972","6","Madhya Pradesh","Tikamgarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"15","1977","6","Madhya Pradesh","Tikamgarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"15","1982","6","Madhya Pradesh","Tikamgarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"15","1987","6","Madhya Pradesh","Tikamgarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"15","1992","6","Madhya Pradesh","Tikamgarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"15","1997","6","Madhya Pradesh","Tikamgarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"15","2003","6","Madhya Pradesh","Tikamgarh","0.23","166.77","0.78","121.72","0.45","51.97","0.55","65.12"
"15","2007","6","Madhya Pradesh","Tikamgarh","0.42","191.43","2.51","222.6","1.26","82.8","1.49","97.64"
"15","2012","6","Madhya Pradesh","Tikamgarh","0.84","123.5","2.37","128.59","1.11","29.99","2.09","78.49"
"15","2019","6","Madhya Pradesh","Tikamgarh","0.43","47.14","7.92","133.16","0.5","13.14","7.08","97.84"
"16","1966","6","Madhya Pradesh","Chhatarpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"16","1972","6","Madhya Pradesh","Chhatarpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"16","1977","6","Madhya Pradesh","Chhatarpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"16","1982","6","Madhya Pradesh","Chhatarpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"16","1987","6","Madhya Pradesh","Chhatarpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"16","1992","6","Madhya Pradesh","Chhatarpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"16","1997","6","Madhya Pradesh","Chhatarpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"16","2003","6","Madhya Pradesh","Chhatarpur","0.18","174.05","0.31","145.74","0.17","69.34","0.24","82.44"
"16","2007","6","Madhya Pradesh","Chhatarpur","0.05","171.48","0.61","214.35","0.26","88.5","0.4","91.62"
"16","2012","6","Madhya Pradesh","Chhatarpur","0.18","106.13","1.2","124.0","0.5","37.87","1.22","72.82"
"16","2019","6","Madhya Pradesh","Chhatarpur","0.34","47.62","5.03","132.21","0.6","21.4","4.38","92.08"
"17","1966","6","Madhya Pradesh","Panna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"17","1972","6","Madhya Pradesh","Panna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"17","1977","6","Madhya Pradesh","Panna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"17","1982","6","Madhya Pradesh","Panna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"17","1987","6","Madhya Pradesh","Panna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"17","1992","6","Madhya Pradesh","Panna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"17","1997","6","Madhya Pradesh","Panna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"17","2003","6","Madhya Pradesh","Panna","0.46","158.11","1.2","194.18","0.25","45.96","0.25","106.73"
"17","2007","6","Madhya Pradesh","Panna","0.18","159.65","0.54","207.97","0.19","81.94","0.38","96.73"
"17","2012","6","Madhya Pradesh","Panna","0.17","124.57","0.36","155.99","0.32","41.7","0.56","91.15"
"17","2019","6","Madhya Pradesh","Panna","0.21","82.45","1.31","146.9","0.71","22.18","1.39","110.36"
"18","1966","6","Madhya Pradesh","Rewa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"18","1972","6","Madhya Pradesh","Rewa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"18","1977","6","Madhya Pradesh","Rewa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"18","1982","6","Madhya Pradesh","Rewa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"18","1987","6","Madhya Pradesh","Rewa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"18","1992","6","Madhya Pradesh","Rewa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"18","1997","6","Madhya Pradesh","Rewa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"18","2003","6","Madhya Pradesh","Rewa","0.48","241.62","3.05","188.09","0.81","99.96","1.86","120.57"
"18","2007","6","Madhya Pradesh","Rewa","0.33","279.86","5.63","356.58","1.46","148.37","2.89","170.47"
"18","2012","6","Madhya Pradesh","Rewa","4.21","234.28","19.76","320.4","4.49","82.84","12.93","235.3"
"18","2019","6","Madhya Pradesh","Rewa","0.89","64.39","34.74","274.75","4.14","38.21","28.68","216.99"
"19","1966","6","Madhya Pradesh","Sidhi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"19","1972","6","Madhya Pradesh","Sidhi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"19","1977","6","Madhya Pradesh","Sidhi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"19","1982","6","Madhya Pradesh","Sidhi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"19","1987","6","Madhya Pradesh","Sidhi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"19","1992","6","Madhya Pradesh","Sidhi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"19","1997","6","Madhya Pradesh","Sidhi","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"19","2003","6","Madhya Pradesh","Sidhi","0.96","402.81","2.47","232.89","1.07","106.49","1.65","144.88"
"19","2007","6","Madhya Pradesh","Sidhi","0.58","464.53","7.13","325.05","2.81","135.59","4.2","158.33"
"19","2012","6","Madhya Pradesh","Sidhi","0.97","441.56","7.51","278.82","2.46","72.73","6.23","181.98"
"19","2019","6","Madhya Pradesh","Sidhi","1.26","420.55","21.57","298.94","3.56","92.39","17.29","213.56"
"20","1966","6","Madhya Pradesh","Satna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"20","1972","6","Madhya Pradesh","Satna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"20","1977","6","Madhya Pradesh","Satna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"20","1982","6","Madhya Pradesh","Satna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"20","1987","6","Madhya Pradesh","Satna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"20","1992","6","Madhya Pradesh","Satna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"20","1997","6","Madhya Pradesh","Satna","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"20","2003","6","Madhya Pradesh","Satna","0.53","204.13","2.56","234.54","0.93","113.87","1.62","131.44"
"20","2007","6","Madhya Pradesh","Satna","0.81","229.12","7.36","395.89","2.46","159.06","3.93","193.12"
"20","2012","6","Madhya Pradesh","Satna","1.51","179.03","10.15","336.56","4.12","87.82","8.19","226.19"
"20","2019","6","Madhya Pradesh","Satna","1.43","56.5","20.31","264.11","2.44","33.12","16.18","185.82"
"21","1966","6","Madhya Pradesh","Shahdol","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"21","1972","6","Madhya Pradesh","Shahdol","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
